product_id	product_brand	product_name	product_retail_price	product_cost
1001	American	American Chicken Hot Dogs	2.52	1.06
1002	American	American Pimento Loaf	2.76	0.86
1003	American	American Beef Bologna	0.78	0.29
1004	American	American Low Fat Bologna	2.87	0.98
1005	American	American Turkey Hot Dogs	2.74	0.82
1006	American	American Foot-Long Hot Dogs	2.14	0.81
1007	American	American Low Fat Cole Slaw	2.27	1.07
1008	American	American Cole Slaw	0.89	0.29
1009	American	American Roasted Chicken	2.97	1.16
1010	American	American Corned Beef	2.65	1.25
1011	American	American Sliced Turkey	3.17	1.36
1012	American	American Sliced Ham	2.76	1.3
1013	American	American Potato Salad	1.55	0.76
1014	American	American Sliced Chicken	0.59	0.25
1015	National	National Small Brown Eggs	2.19	0.88
1016	National	National Large Brown Eggs	1.17	0.43
1017	National	National Small Eggs	2.89	1.18
1018	National	National Large Eggs	0.93	0.29
1019	National	National Egg Substitute	3.74	1.27
1020	PigTail	PigTail Low Fat Waffles	0.51	0.19
1021	PigTail	PigTail Orange Popsicles	1.22	0.43
1022	PigTail	PigTail Frozen Chicken Breast	1.51	0.59
1023	PigTail	PigTail Frozen Pancakes	1.64	0.67
1024	PigTail	PigTail Low Fat French Fries	3.95	1.46
1025	PigTail	PigTail Frozen Sausage Pizza	1.45	0.54
1026	PigTail	PigTail Blueberry Waffles	2.13	0.87
1027	PigTail	PigTail Fajita French Fries	2.31	0.74
1028	PigTail	PigTail Waffles	2.24	0.99
1029	PigTail	PigTail Frozen Pepperoni Pizza	1.68	0.76
1030	PigTail	PigTail Frozen Cheese Pizza	2.64	1.19
1031	PigTail	PigTail Frozen Mushroom Pizza	1.21	0.5
1032	PigTail	PigTail Apple Cinnamon Waffles	0.55	0.25
1033	PigTail	PigTail Frozen Carrots	1.91	0.71
1034	PigTail	PigTail Turkey TV Dinner	2.91	0.93
1035	PigTail	PigTail Chicken TV Dinner	1.11	0.4
1036	PigTail	PigTail Beef TV Dinner	2.14	0.73
1037	PigTail	PigTail Pancake Mix	0.58	0.21
1038	PigTail	PigTail Grape Popsicles	0.74	0.37
1039	PigTail	PigTail Home Style French Fries	0.81	0.39
1040	PigTail	PigTail Lime Popsicles	1.32	0.57
1041	PigTail	PigTail Ice Cream	0.71	0.23
1042	PigTail	PigTail Ice Cream Sandwich	1.15	0.56
1043	PigTail	PigTail Frozen Cauliflower	1.57	0.57
1044	PigTail	PigTail Frozen Broccoli	1.27	0.44
1045	PigTail	PigTail Frozen Corn	3.7	1.7
1046	PigTail	PigTail Frozen Peas	1.66	0.75
1047	PigTail	PigTail Popsicles	3.23	1.1
1048	PigTail	PigTail Frozen Chicken Thighs	2.21	1.06
1049	PigTail	PigTail Frozen Chicken Wings	3.93	1.38
1050	PigTail	PigTail Lemon Popsicles	1.28	0.42
1051	Bird Call	Bird Call Silky Smooth Hair Conditioner	0.52	0.17
1052	Bird Call	Bird Call Tartar Control Toothpaste	1.4	0.6
1053	Bird Call	Bird Call Whitening Toothpast	1.85	0.89
1054	Bird Call	Bird Call Toothpaste	1.48	0.68
1055	Bird Call	Bird Call Deodorant	1.62	0.58
1056	Bird Call	Bird Call Conditioning Shampoo	2.93	0.94
1057	Bird Call	Bird Call Extra Moisture Shampoo	1.43	0.56
1058	Bird Call	Bird Call Angled Toothbrush	2.76	1.32
1059	Bird Call	Bird Call Apricot Shampoo	2.28	0.82
1060	Bird Call	Bird Call Childrens Aspirin	2.87	1.18
1061	Bird Call	Bird Call Buffered Aspirin	1.66	0.75
1062	Bird Call	Bird Call 200 MG Ibuprofen	2.38	0.95
1063	Bird Call	Bird Call 200 MG Acetominifen	3.18	1.05
1064	Bird Call	Bird Call HCL Nasal Spray	0.54	0.26
1065	Bird Call	Bird Call Dishwasher Detergent	1.88	0.88
1066	Bird Call	Bird Call Multi-Symptom Cold Remedy	2.89	1.24
1067	Bird Call	Bird Call Childrens Cold Remedy	1.74	0.71
1068	Bird Call	Bird Call Laundry Detergent	2.11	0.93
1069	Bird Call	Bird Call Mint Mouthwash	0.57	0.25
1070	High Quality	High Quality 60 Watt Lightbulb	3.51	1.4
1071	High Quality	High Quality Plastic Forks	2.64	1.06
1072	High Quality	High Quality Plastic Spoons	1.95	0.59
1073	High Quality	High Quality Plastic Knives	3.45	1.41
1074	High Quality	High Quality C-Size Batteries	3.13	1.35
1075	High Quality	High Quality 100 Watt Lightbulb	1.54	0.59
1076	High Quality	High Quality AAA-Size Batteries	3.24	1.56
1077	High Quality	High Quality Paper Plates	3.68	1.47
1078	High Quality	High Quality Paper Cups	1.64	0.72
1079	High Quality	High Quality 75 Watt Lightbulb	2.21	1.06
1080	High Quality	High Quality Toilet Bowl Cleaner	2.19	1.03
1081	High Quality	High Quality Counter Cleaner	2.91	1.08
1082	High Quality	High Quality Glass Cleaner	1.91	0.57
1083	High Quality	High Quality 25 Watt Lightbulb	0.5	0.2
1084	High Quality	High Quality AA-Size Batteries	1.37	0.55
1085	High Quality	High Quality D-Size Batteries	2.24	0.92
1086	High Quality	High Quality Paper Towels	2.53	0.91
1087	High Quality	High Quality Soft Napkins	1.66	0.78
1088	High Quality	High Quality Scented Tissue	3.32	1.39
1089	High Quality	High Quality Toilet Paper	2.47	1.06
1090	High Quality	High Quality Tissues	2.15	0.95
1091	High Quality	High Quality Scented Toilet Tissue	3.56	1.14
1092	High Quality	High Quality Room Freshener	2.38	0.98
1093	High Quality	High Quality Frying Pan	2.81	1.15
1094	High Quality	High Quality Copper Cleaner	3.77	1.58
1095	High Quality	High Quality Bees Wax Candles	1.58	0.49
1096	High Quality	High Quality Silver Cleaner	2.56	0.79
1097	High Quality	High Quality Copper Pot Scrubber	2.15	0.73
1098	High Quality	High Quality Economy Toilet Brush	1.39	0.61
1099	High Quality	High Quality Scissors	3.24	1.33
1100	High Quality	High Quality Large Sponge	0.72	0.22
1101	High Quality	High Quality Screw Driver	2.62	1.23
1102	Genteel	Genteel Extra Lean Hamburger	1.9	0.86
1103	Genteel	Genteel Seasoned Hamburger	1.15	0.45
1104	Mighty Good	Mighty Good Monthly Sports Magazine	2.45	1.1
1105	Mighty Good	Mighty Good Monthly Auto Magazine	1.85	0.76
1106	Mighty Good	Mighty Good Monthly Computer Magazine	1.52	0.47
1107	Mighty Good	Mighty Good Monthly Home Magazine	2.7	0.89
1108	Mighty Good	Mighty Good Monthly Fashion Magazine	1.64	0.67
1109	Tri-State	Tri-State Summer Squash	0.55	0.24
1110	Tri-State	Tri-State Corn on the Cob	2.8	1.32
1111	Tri-State	Tri-State Asparagus	0.78	0.25
1112	Tri-State	Tri-State Sweet Peas	3.58	1.43
1113	Tri-State	Tri-State New Potatos	0.67	0.25
1114	Tri-State	Tri-State Beets	3.42	1.2
1115	Tri-State	Tri-State Prepared Salad	2.5	0.9
1116	Tri-State	Tri-State Onions	2.53	0.83
1117	Tri-State	Tri-State Green Pepper	3.64	1.42
1118	Tri-State	Tri-State Shitake Mushrooms	2.93	1.44
1119	Tri-State	Tri-State Lettuce	3.17	1.55
1120	Tri-State	Tri-State Elephant Garlic	1.71	0.86
1121	Tri-State	Tri-State Red Pepper	3.87	1.7
1122	Tri-State	Tri-State Garlic	0.74	0.32
1123	Tri-State	Tri-State Potatos	1.96	0.92
1124	Tri-State	Tri-State Cauliflower	0.81	0.41
1125	Tri-State	Tri-State Tomatos	2.21	0.82
1126	Tri-State	Tri-State Mushrooms	1.16	0.42
1127	Tri-State	Tri-State Baby Onion	2.62	1.02
1128	Tri-State	Tri-State Dried Mushrooms	2.61	1.04
1129	Tri-State	Tri-State Fresh Lima Beans	2.43	0.95
1130	Tri-State	Tri-State Squash	1.55	0.56
1131	Tri-State	Tri-State Limes	2.4	1.08
1132	Tri-State	Tri-State Firm Tofu	1.66	0.51
1133	Tri-State	Tri-State Almonds	1.54	0.6
1134	Tri-State	Tri-State Macintosh Apples	1.82	0.67
1135	Tri-State	Tri-State Golden Delcious Apples	1.96	0.76
1136	Tri-State	Tri-State Red Delcious Apples	3.61	1.77
1137	Tri-State	Tri-State Lemons	1.77	0.64
1138	Tri-State	Tri-State Fancy Plums	2.44	0.78
1139	Tri-State	Tri-State Plums	2.86	1.4
1140	Tri-State	Tri-State Peaches	2.56	1.08
1141	Tri-State	Tri-State Broccoli	1.34	0.66
1142	Tri-State	Tri-State Mandarin Oranges	2.95	1.36
1143	Tri-State	Tri-State Mixed Nuts	1.76	0.69
1144	Tri-State	Tri-State Canned Peanuts	0.85	0.31
1145	Tri-State	Tri-State Sweet Onion	1.57	0.55
1146	Tri-State	Tri-State Cantelope	2.57	0.98
1147	Tri-State	Tri-State Honey Dew	1.42	0.44
1148	Tri-State	Tri-State Fuji Apples	2.69	0.83
1149	Tri-State	Tri-State Walnuts	0.88	0.39
1150	Tri-State	Tri-State Oranges	3.19	1.53
1151	Tri-State	Tri-State Tangerines	0.62	0.31
1152	Tri-State	Tri-State Party Nuts	2.63	1
1153	Dual City	Dual City Lox	0.52	0.19
1154	Dual City	Dual City Scallops	1.7	0.53
1155	Horatio	Horatio Low Fat Cookies	1.88	0.81
1156	Horatio	Horatio BBQ Potato Chips	1.82	0.8
1157	Horatio	Horatio Corn Chips	3.36	1.65
1158	Horatio	Horatio Low Fat BBQ Chips	1.32	0.49
1159	Horatio	Horatio Sugar Cookies	3.78	1.4
1160	Horatio	Horatio Chocolate Chip Cookies	2.76	0.88
1161	Horatio	Horatio Fudge Cookies	3.59	1.76
1162	Horatio	Horatio Fudge Brownies	1.59	0.49
1163	Horatio	Horatio Potato Chips	0.82	0.35
1164	Horatio	Horatio Lemon Cookies	1.71	0.79
1165	Horatio	Horatio Graham Crackers	2.82	0.96
1166	Horatio	Horatio Cheese Crackers	2.21	1.11
1167	Horatio	Horatio Buttered Popcorn	2.35	1.08
1168	Horatio	Horatio No Salt Popcorn	3.82	1.68
1169	Horatio	Horatio Low Fat Popcorn	2.98	1.13
1170	Horatio	Horatio Salsa Dip	2.65	0.9
1171	Horatio	Horatio Avocado Dip	3.18	1.18
1172	Horatio	Horatio Salted Pretzels	2.77	1.22
1173	Horatio	Horatio Cheese Dip	2.31	1.13
1174	Horatio	Horatio Fondue Mix	2.27	0.82
1175	Horatio	Horatio Mini Donuts	1.73	0.55
1176	Horatio	Horatio Beef Jerky	1.71	0.84
1177	Horatio	Horatio Chocolate Donuts	1.54	0.62
1178	Horatio	Horatio Low Fat Chips	3.78	1.78
1179	Horatio	Horatio Sesame Crackers	2.63	1.1
1180	Horatio	Horatio Frosted Cookies	3.9	1.68
1181	Horatio	Horatio Dried Apples	1.77	0.64
1182	Horatio	Horatio Apple Fruit Roll	1.4	0.59
1183	Horatio	Horatio Strawberry Fruit Roll	1.54	0.69
1184	Horatio	Horatio Raspberry Fruit Roll	2.84	1.19
1185	Horatio	Horatio Grape Fruit Roll	1.35	0.51
1186	Horatio	Horatio Dried Dates	1.68	0.55
1187	Horatio	Horatio Raisins	2.2	1.03
1188	Horatio	Horatio Golden Raisins	1.79	0.77
1189	Horatio	Horatio Dried Apricots	0.76	0.25
1190	Horatio	Horatio Frosted Donuts	1.3	0.55
1191	Musial	Musial Tasty Candy Bar	2.1	0.95
1192	Musial	Musial Mint Chocolate Bar	0.98	0.32
1193	Musial	Musial Malted Milk Balls	0.89	0.43
1194	Musial	Musial Semi-Sweet Chocolate Bar	2.81	1.15
1195	Musial	Musial Bubble Gum	1.66	0.56
1196	Musial	Musial Spicy Mints	2.92	1.26
1197	Musial	Musial Mints	3.14	1.29
1198	Musial	Musial White Chocolate Bar	3.43	1.3
1199	Colossal	Colossal Ravioli	2.56	1.08
1200	Colossal	Colossal Manicotti	1.87	0.58
1201	Colossal	Colossal Spaghetti	3.37	1.65
1202	Colossal	Colossal Thai Rice	3.94	1.77
1203	Colossal	Colossal Rice Medly	1.46	0.53
1204	Portsmouth	Portsmouth Imported Beer	2.16	0.99
1205	Portsmouth	Portsmouth Light Wine	2.6	1.07
1206	Portsmouth	Portsmouth Chardonnay Wine	3.43	1.23
1207	Portsmouth	Portsmouth Chablis Wine	1.89	0.76
1208	Portsmouth	Portsmouth Merlot Wine	2.87	1.41
1209	Portsmouth	Portsmouth Chardonnay	2.7	0.84
1210	Portsmouth	Portsmouth White Zinfandel Wine	1.7	0.83
1211	Portsmouth	Portsmouth Light Beer	3.79	1.74
1212	Sphinx	Sphinx Pumpernickel Bread	0.53	0.22
1213	Sphinx	Sphinx White Bread	2.93	1
1214	Sphinx	Sphinx Rye Bread	1.32	0.58
1215	Sphinx	Sphinx English Muffins	1.46	0.5
1216	Sphinx	Sphinx Cranberry Muffins	2.11	0.93
1217	Sphinx	Sphinx Muffins	1.27	0.61
1218	Sphinx	Sphinx Bagels	1.83	0.77
1219	Sphinx	Sphinx Blueberry Muffins	2.36	1.11
1220	Sphinx	Sphinx Wheat Bread	1.95	0.94
1221	Plato	Plato Sesame Oil	1.49	0.66
1222	Plato	Plato Chunky Peanut Butter	2.45	0.93
1223	Plato	Plato Hot Chocolate	0.59	0.29
1224	Plato	Plato Brown Sugar	1.24	0.41
1225	Plato	Plato White Sugar	1.72	0.74
1226	Plato	Plato French Roast Coffee	2.96	1.01
1227	Plato	Plato Decaf Coffee	2.81	0.87
1228	Plato	Plato Regular Coffee	2.19	0.99
1229	Plato	Plato Vegetable Oil	1.3	0.44
1230	Plato	Plato Corn Oil	0.77	0.25
1231	Plato	Plato Tomato Sauce	3.71	1.19
1232	Plato	Plato Canola Oil	1.13	0.4
1233	Plato	Plato Grape Preserves	0.73	0.34
1234	Plato	Plato Columbian Coffee	0.56	0.25
1235	Plato	Plato Strawberry Jelly	1.38	0.65
1236	Plato	Plato Pepper	3.32	1.43
1237	Plato	Plato Low Fat Apple Butter	2.75	1.13
1238	Plato	Plato Salt	1.47	0.47
1239	Plato	Plato Apple Butter	2.28	0.75
1240	Plato	Plato Oregano	2.26	0.72
1241	Plato	Plato Apple Jelly	2.98	0.95
1242	Plato	Plato Grape Jam	1.98	0.61
1243	Plato	Plato Apple Jam	1.18	0.54
1244	Plato	Plato Strawberry Jam	1.21	0.47
1245	Plato	Plato Creamy Peanut Butter	2.32	0.77
1246	Plato	Plato Strawberry Preserves	1.54	0.51
1247	Plato	Plato Extra Chunky Peanut Butter	1.68	0.6
1248	Plato	Plato Apple Preserves	3.33	1.07
1249	Plato	Plato Grape Jelly	1.48	0.47
1250	Skinner	Skinner Berry Juice	2.16	0.73
1251	Skinner	Skinner Mango Drink	3.58	1.47
1252	Skinner	Skinner Strawberry Drink	2.28	1
1253	Skinner	Skinner Cream Soda	1.71	0.51
1254	Skinner	Skinner Diet Soda	3.67	1.61
1255	Skinner	Skinner Cola	1.24	0.42
1256	Skinner	Skinner Diet Cola	1.22	0.5
1257	Skinner	Skinner Orange Juice	1.94	0.72
1258	Skinner	Skinner Cranberry Juice	0.61	0.25
1259	Skinner	Skinner Apple Juice	2.14	0.94
1260	Skinner	Skinner Apple Drink	0.67	0.33
1261	Johnson	Johnson Oatmeal	0.6	0.29
1262	Johnson	Johnson Corn Puffs	0.76	0.27
1263	Johnson	Johnson Wheat Puffs	0.83	0.28
1264	Johnson	Johnson Grits	2.35	1.03
1265	Pleasant	Pleasant Canned Beets	0.72	0.26
1266	Pleasant	Pleasant Creamed Corn	1.18	0.47
1267	Pleasant	Pleasant Canned String Beans	1.6	0.67
1268	Pleasant	Pleasant Chicken Soup	1.3	0.59
1269	Pleasant	Pleasant Canned Yams	3.97	1.51
1270	Pleasant	Pleasant Vegetable Soup	2.69	1.02
1271	Pleasant	Pleasant Canned Tomatos	3.5	1.68
1272	Pleasant	Pleasant Noodle Soup	2.48	0.89
1273	Pleasant	Pleasant Regular Ramen Soup	3.31	1.09
1274	Pleasant	Pleasant Chicken Noodle Soup	1.31	0.55
1275	Pleasant	Pleasant Turkey Noodle Soup	1.17	0.48
1276	Pleasant	Pleasant Beef Soup	1.43	0.57
1277	Pleasant	Pleasant Canned Peas	2.54	1.27
1278	Pleasant	Pleasant Chicken Ramen Soup	2.82	1.27
1279	Pleasant	Pleasant Canned Tuna in Water	2.96	0.95
1280	Pleasant	Pleasant Canned Tuna in Oil	1.37	0.67
1281	Pleasant	Pleasant Large Canned Shrimp	2.77	0.89
1282	Pleasant	Pleasant Fancy Canned Anchovies	3.44	1.14
1283	Pleasant	Pleasant Fancy Canned Clams	0.79	0.3
1284	Pleasant	Pleasant Fancy Canned Oysters	2.43	1.17
1285	Pleasant	Pleasant Fancy Canned Sardines	1.87	0.69
1286	Pleasant	Pleasant Rice Soup	0.9	0.41
1287	Toucan	Toucan Canned Mixed Fruit	1.4	0.63
1288	Toucan	Toucan Canned Peaches	1.38	0.63
1289	Toretti	Toretti Rosy Sunglasses	1.21	0.54
1290	Framton	Framton Eyeglass Screwdriver	3.21	1.41
1291	Framton	Framton City Map	2.3	1.1
1292	Booker	Booker Low Fat Cottage Cheese	3.33	1.6
1293	Booker	Booker Low Fat Sour Cream	1.44	0.46
1294	Booker	Booker Sour Cream	1.72	0.77
1295	Booker	Booker Jack Cheese	1.85	0.93
1296	Booker	Booker Muenster Cheese	2.51	0.95
1297	Booker	Booker String Cheese	1.66	0.53
1298	Booker	Booker Low Fat String Cheese	1.34	0.43
1299	Booker	Booker Havarti Cheese	2.76	1.16
1300	Booker	Booker Head Cheese	1.45	0.54
1301	Booker	Booker Cheese Spread	0.94	0.43
1302	Booker	Booker Sharp Cheddar Cheese	1.85	0.74
1303	Booker	Booker Mild Cheddar Cheese	0.68	0.25
1304	Booker	Booker Large Curd Cottage Cheese	0.67	0.23
1305	Booker	Booker 2% Milk	0.57	0.28
1306	Booker	Booker Buttermilk	2.47	0.86
1307	Booker	Booker Chocolate Milk	1.32	0.55
1308	Booker	Booker 1% Milk	2.58	1.16
1309	Booker	Booker Whole Milk	3.46	1.28
1310	Booker	Booker Strawberry Yogurt	3.98	1.27
1311	Booker	Booker Blueberry Yogurt	3.22	1.19
1312	Lake	Lake Chicken Hot Dogs	1.53	0.75
1313	Lake	Lake Pimento Loaf	3.92	1.92
1314	Lake	Lake Beef Bologna	0.64	0.26
1315	Lake	Lake Low Fat Bologna	1.78	0.75
1316	Lake	Lake Turkey Hot Dogs	0.71	0.22
1317	Lake	Lake Foot-Long Hot Dogs	2.26	0.95
1318	Lake	Lake Low Fat Cole Slaw	0.93	0.34
1319	Lake	Lake Cole Slaw	1.68	0.59
1320	Lake	Lake Roasted Chicken	2.66	1.2
1321	Lake	Lake Corned Beef	2.49	1
1322	Lake	Lake Sliced Turkey	3.2	1.02
1323	Lake	Lake Sliced Ham	2.94	1.03
1324	Lake	Lake Potato Salad	3.31	1.46
1325	Lake	Lake Sliced Chicken	1.43	0.7
1326	Giant	Giant Small Brown Eggs	1.71	0.77
1327	Giant	Giant Large Brown Eggs	3.84	1.61
1328	Giant	Giant Small Eggs	2.26	0.75
1329	Giant	Giant Large Eggs	1.65	0.78
1330	Giant	Giant Egg Substitute	1.33	0.48
1331	Carrington	Carrington Low Fat Waffles	2.74	0.85
1332	Carrington	Carrington Orange Popsicles	0.69	0.21
1333	Carrington	Carrington Frozen Chicken Breast	0.93	0.43
1334	Carrington	Carrington Frozen Pancakes	1.84	0.55
1335	Carrington	Carrington Low Fat French Fries	2.41	0.94
1336	Carrington	Carrington Frozen Sausage Pizza	3.39	1.53
1337	Carrington	Carrington Blueberry Waffles	0.57	0.21
1338	Carrington	Carrington Fajita French Fries	2.22	0.67
1339	Carrington	Carrington Waffles	1.31	0.5
1340	Carrington	Carrington Frozen Pepperoni Pizza	2.57	1.18
1341	Carrington	Carrington Frozen Cheese Pizza	3.45	1.66
1342	Carrington	Carrington Frozen Mushroom Pizza	3.73	1.34
1343	Carrington	Carrington Apple Cinnamon Waffles	2.87	0.89
1344	Carrington	Carrington Frozen Carrots	1.52	0.58
1345	Carrington	Carrington Turkey TV Dinner	3.68	1.77
1346	Carrington	Carrington Chicken TV Dinner	2.35	0.89
1347	Carrington	Carrington Beef TV Dinner	1.77	0.83
1348	Carrington	Carrington Pancake Mix	2.47	0.91
1349	Carrington	Carrington Grape Popsicles	2.9	1.13
1350	Carrington	Carrington Home Style French Fries	0.92	0.45
1351	Carrington	Carrington Lime Popsicles	1.67	0.62
1352	Carrington	Carrington Ice Cream	2.65	1.19
1353	Carrington	Carrington Ice Cream Sandwich	2.24	1.03
1354	Carrington	Carrington Frozen Cauliflower	1.48	0.55
1355	Carrington	Carrington Frozen Broccoli	0.63	0.24
1356	Carrington	Carrington Frozen Corn	1.6	0.66
1357	Carrington	Carrington Frozen Peas	2.71	1.19
1358	Carrington	Carrington Popsicles	2.1	0.97
1359	Carrington	Carrington Frozen Chicken Thighs	1.24	0.55
1360	Carrington	Carrington Frozen Chicken Wings	2.42	1.09
1361	Carrington	Carrington Lemon Popsicles	1.81	0.58
1362	Hilltop	Hilltop Silky Smooth Hair Conditioner	1.49	0.46
1363	Hilltop	Hilltop Tartar Control Toothpaste	2.66	0.82
1364	Hilltop	Hilltop Whitening Toothpast	1.6	0.53
1365	Hilltop	Hilltop Toothpaste	0.53	0.24
1366	Hilltop	Hilltop Deodorant	2.76	1.32
1367	Hilltop	Hilltop Conditioning Shampoo	3.57	1.79
1368	Hilltop	Hilltop Extra Moisture Shampoo	3.55	1.24
1369	Hilltop	Hilltop Angled Toothbrush	3.38	1.08
1370	Hilltop	Hilltop Apricot Shampoo	2.38	1.17
1371	Hilltop	Hilltop Childrens Aspirin	2.47	1.01
1372	Hilltop	Hilltop Buffered Aspirin	2.49	0.95
1373	Hilltop	Hilltop 200 MG Ibuprofen	3.6	1.37
1374	Hilltop	Hilltop 200 MG Acetominifen	2.89	1.42
1375	Hilltop	Hilltop HCL Nasal Spray	2.13	0.77
1376	Hilltop	Hilltop Dishwasher Detergent	1.68	0.79
1377	Hilltop	Hilltop Multi-Symptom Cold Remedy	2.83	1.33
1378	Hilltop	Hilltop Childrens Cold Remedy	0.73	0.37
1379	Hilltop	Hilltop Laundry Detergent	1.92	0.94
1380	Hilltop	Hilltop Mint Mouthwash	3.62	1.41
1381	Sunset	Sunset 60 Watt Lightbulb	2.17	1.06
1382	Sunset	Sunset Plastic Forks	1.13	0.51
1383	Sunset	Sunset Plastic Spoons	2.59	1.06
1384	Sunset	Sunset Plastic Knives	2.57	1.21
1385	Sunset	Sunset C-Size Batteries	2.4	0.77
1386	Sunset	Sunset 100 Watt Lightbulb	1.64	0.56
1387	Sunset	Sunset AAA-Size Batteries	3.49	1.15
1388	Sunset	Sunset Paper Plates	1.75	0.75
1389	Sunset	Sunset Paper Cups	2.63	0.89
1390	Sunset	Sunset 75 Watt Lightbulb	1.91	0.88
1391	Sunset	Sunset Toilet Bowl Cleaner	1.16	0.49
1392	Sunset	Sunset Counter Cleaner	0.83	0.4
1393	Sunset	Sunset Glass Cleaner	1.85	0.81
1394	Sunset	Sunset 25 Watt Lightbulb	2.53	0.99
1395	Sunset	Sunset AA-Size Batteries	2.95	1.3
1396	Sunset	Sunset D-Size Batteries	2.65	1.14
1397	Sunset	Sunset Paper Towels	1.43	0.54
1398	Sunset	Sunset Soft Napkins	3.15	1.07
1399	Sunset	Sunset Scented Tissue	1.78	0.53
1400	Sunset	Sunset Toilet Paper	0.86	0.39
1401	Sunset	Sunset Tissues	1.59	0.65
1402	Sunset	Sunset Scented Toilet Tissue	2.59	1.17
1403	Sunset	Sunset Room Freshener	2.44	0.93
1404	Sunset	Sunset Frying Pan	2.71	1.27
1405	Sunset	Sunset Copper Cleaner	0.89	0.33
1406	Sunset	Sunset Bees Wax Candles	0.56	0.24
1407	Sunset	Sunset Silver Cleaner	0.63	0.25
1408	Sunset	Sunset Copper Pot Scrubber	2.65	1.01
1409	Sunset	Sunset Economy Toilet Brush	0.53	0.16
1410	Sunset	Sunset Scissors	1.72	0.53
1411	Sunset	Sunset Large Sponge	1.9	0.59
1412	Sunset	Sunset Screw Driver	1.83	0.75
1413	Gerolli	Gerolli Extra Lean Hamburger	3.38	1.32
1414	Gerolli	Gerolli Seasoned Hamburger	1.34	0.66
1415	Gauss	Gauss Monthly Sports Magazine	3.8	1.33
1416	Gauss	Gauss Monthly Auto Magazine	2.78	1.03
1417	Gauss	Gauss Monthly Computer Magazine	3.61	1.73
1418	Gauss	Gauss Monthly Home Magazine	1.61	0.74
1419	Gauss	Gauss Monthly Fashion Magazine	0.83	0.27
1420	Hermanos	Hermanos Summer Squash	1.73	0.8
1421	Hermanos	Hermanos Corn on the Cob	2.84	1.39
1422	Hermanos	Hermanos Asparagus	2.23	1.12
1423	Hermanos	Hermanos Sweet Peas	2.37	1.11
1424	Hermanos	Hermanos New Potatos	3.91	1.25
1425	Hermanos	Hermanos Beets	2.18	0.72
1426	Hermanos	Hermanos Prepared Salad	3.74	1.76
1427	Hermanos	Hermanos Onions	3.27	1.34
1428	Hermanos	Hermanos Green Pepper	3.86	1.27
1429	Hermanos	Hermanos Shitake Mushrooms	2.4	1.2
1430	Hermanos	Hermanos Lettuce	3.36	1.18
1431	Hermanos	Hermanos Elephant Garlic	2.82	0.87
1432	Hermanos	Hermanos Red Pepper	1.8	0.59
1433	Hermanos	Hermanos Garlic	2.63	1.32
1434	Hermanos	Hermanos Potatos	0.93	0.47
1435	Hermanos	Hermanos Cauliflower	2.72	1.25
1436	Hermanos	Hermanos Tomatos	0.92	0.37
1437	Hermanos	Hermanos Mushrooms	1.74	0.73
1438	Hermanos	Hermanos Baby Onion	1.37	0.67
1439	Hermanos	Hermanos Dried Mushrooms	1.5	0.75
1440	Hermanos	Hermanos Fresh Lima Beans	2.81	1.1
1441	Hermanos	Hermanos Squash	1.31	0.64
1442	Hermanos	Hermanos Limes	1.64	0.72
1443	Hermanos	Hermanos Firm Tofu	2.17	0.87
1444	Hermanos	Hermanos Almonds	1.76	0.63
1445	Hermanos	Hermanos Macintosh Apples	0.74	0.27
1446	Hermanos	Hermanos Golden Delcious Apples	1.26	0.4
1447	Hermanos	Hermanos Red Delcious Apples	2.96	1.18
1448	Hermanos	Hermanos Lemons	3.94	1.62
1449	Hermanos	Hermanos Fancy Plums	0.87	0.31
1450	Hermanos	Hermanos Plums	2.77	1.3
1451	Hermanos	Hermanos Peaches	1.62	0.63
1452	Hermanos	Hermanos Broccoli	2.89	1.39
1453	Hermanos	Hermanos Mandarin Oranges	3.11	1.49
1454	Hermanos	Hermanos Mixed Nuts	3.39	1.15
1455	Hermanos	Hermanos Canned Peanuts	2.53	1.11
1456	Hermanos	Hermanos Sweet Onion	1.83	0.73
1457	Hermanos	Hermanos Cantelope	3.34	1.5
1458	Hermanos	Hermanos Honey Dew	2.9	1.33
1459	Hermanos	Hermanos Fuji Apples	1.43	0.6
1460	Hermanos	Hermanos Walnuts	2.13	0.68
1461	Hermanos	Hermanos Oranges	2.56	1.18
1462	Hermanos	Hermanos Tangerines	0.73	0.23
1463	Hermanos	Hermanos Party Nuts	1.98	0.75
1464	Amigo	Amigo Lox	2.96	1.24
1465	Amigo	Amigo Scallops	2.79	1.28
1466	Fort West	Fort West Low Fat Cookies	1.8	0.61
1467	Fort West	Fort West BBQ Potato Chips	3.88	1.67
1468	Fort West	Fort West Corn Chips	1.26	0.55
1469	Fort West	Fort West Low Fat BBQ Chips	2.13	0.72
1470	Fort West	Fort West Sugar Cookies	2.41	0.92
1471	Fort West	Fort West Chocolate Chip Cookies	1.55	0.76
1472	Fort West	Fort West Fudge Cookies	2.2	0.9
1473	Fort West	Fort West Fudge Brownies	2.36	1.18
1474	Fort West	Fort West Potato Chips	2.15	0.71
1475	Fort West	Fort West Lemon Cookies	3.56	1.39
1476	Fort West	Fort West Graham Crackers	2.26	0.88
1477	Fort West	Fort West Cheese Crackers	2.7	1.03
1478	Fort West	Fort West Buttered Popcorn	2.66	1.06
